28,28,28,28.4,-96,-96,-96,-96,-96,-96,-96,-96,-96,2
28,28,28,28.4,-96,-96,-96,-96,-96,-96,-96,-96,-96,3
29,28,28,28.4,-96,-96,-96,-96,-96,-96,-96,-96,-96,3
29,28,29,28.4,-96,-96,-96,-96,-96,-96,-96,-96,-96,8
30,28,30,28.5,-96,-96,-96,-96,-96,-96,-96,-96,-96,12
29,29,30,28.5,-96,-96,-96,-96,-96,-96,-96,-96,-96,12
29,29,30,28.5,-96,-96,-96,-96,-96,-96,-96,-96,-96,16
30,29,30,28.5,-96,-96,-96,-96,-96,-96,-96,-96,-96,21
30,29,30,28.5,-96,-96,-96,-96,-96,-96,-96,-96,-96,22
29,29,30,28.5,-96,-96,-96,-96,-96,-96,-96,-96,-96,24
30,29,30,28.5,-96,-96,-96,-96,-96,-96,-96,-96,-96,29
30,29,30,28.5,-96,-96,-96,-96,-96,-96,-96,-96,-96,33
30,29,30,28.5,-96,-96,-96,-96,-96,-96,-96,-96,-96,33
30,29,30,28.5,-96,-96,-96,-96,-96,-96,-96,-96,-96,37
30,30,30,28.5,-96,-96,-96,-96,-96,-96,-96,-96,-96,41
30,30,30,28.5,-96,-96,-96,-96,-96,-96,-96,-96,-96,44
30,30,30,28.6,-96,-96,-96,-96,-96,-96,-96,-96,-96,44
30,30,30,28.5,-96,-96,-96,-96,-96,-96,-96,-96,-96,50
30,30,31,28.5,-96,-96,-96,-96,-96,-96,-96,-96,-96,54
30,30,30,28.5,-96,-96,-96,-96,-96,-96,-96,-96,-96,55
30,30,30,28.5,-96,-96,-96,-96,-96,-96,-96,-96,-96,58
30,30,31,28.5,-96,-96,-96,-96,-96,-96,-96,-96,-96,62
30,30,31,28.6,-96,-96,-96,-96,-96,-96,-96,-96,-96,66
30,30,31,28.6,-96,-96,-96,-96,-96,-96,-96,-96,-96,68
30,30,30,28.6,-96,-96,-96,-96,-96,-96,-96,-96,-96,68
30,30,31,28.6,-96,-96,-96,-96,-96,-96,-96,-96,-96,73
30,30,31,28.6,-96,-96,-96,-96,-96,-96,-96,-96,-96,77
30,30,31,28.6,-96,-96,-96,-96,-96,-96,-96,-96,-96,81
30,30,31,28.6,-96,-96,-96,-96,-96,-96,-96,-96,-96,82
30,30,31,28.6,-96,-96,-96,-96,-96,-96,-96,-96,-96,85
30,30,31,28.6,-96,-96,-96,-96,-96,-96,-96,-96,-96,89
31,30,31,28.6,-96,-96,-96,-96,-96,-96,-96,-96,-96,93
31,31,31,28.6,-96,-96,-96,-96,-96,-96,-96,-96,-96,95
31,31,31,28.6,-96,-96,-96,-96,-96,-96,-96,-96,-96,95
31,31,31,28.6,-96,-96,-96,-96,-96,-96,-96,-96,-96,100
31,31,32,28.6,-96,-96,-96,-96,-96,-96,-96,-96,-96,104
31,31,32,28.6,-96,-96,-96,-96,-96,-96,-96,-96,-96,108
31,31,32,28.6,-96,-96,-96,-96,-96,-96,-96,-96,-96,109
31,31,32,28.7,-96,-96,-96,-96,-96,-96,-96,-96,-96,112
32,31,33,28.6,-96,-96,-96,-96,-96,-96,-96,-96,-96,116
32,32,33,28.6,-96,-96,-96,-96,-96,-96,-96,-96,-96,119
32,32,33,28.7,-96,-96,-96,-96,-96,-96,-96,-96,-96,123
32,32,34,28.7,-96,-96,-96,-96,-96,-96,-96,-96,-96,126
32,32,34,28.7,-96,-96,-96,-96,-96,-96,-96,-96,-96,126
33,32,34,28.7,-96,-96,-96,-96,-96,-96,-96,-96,-96,129
33,33,34,28.7,-96,-96,-96,-96,-96,-96,-96,-96,-96,133
33,33,35,28.7,-96,-96,-96,-96,-96,-96,-96,-96,-96,136
33,33,35,28.7,-96,-96,-96,-96,-96,-96,-96,-96,-96,140
33,33,35,28.8,-96,-96,-96,-96,-96,-96,-96,-96,-96,144
34,33,35,28.9,-96,-96,-96,-96,-96,-96,-96,-96,-96,147
34,33,35,28.9,-96,-96,-96,-96,-96,-96,-96,-96,-96,147
34,34,35,28.9,-96,-96,-96,-96,-96,-96,-96,-96,-96,150
34,34,36,28.8,-96,-96,-96,-96,-96,-96,-96,-96,-96,154
34,34,36,28.8,-96,-96,-96,-96,-96,-96,-96,-96,-96,158
34,34,36,28.9,-96,-96,-96,-96,-96,-96,-96,-96,-96,161
35,34,37,28.9,-96,-96,-96,-96,-96,-96,-96,-96,-96,164
35,35,37,28.9,-96,-96,-96,-96,-96,-96,-96,-96,-96,168
35,35,37,28.9,-96,-96,-96,-96,-96,-96,-96,-96,-96,171
35,35,37,28.9,-96,-96,-96,-96,-96,-96,-96,-96,-96,174
35,35,37,28.9,-96,-96,-96,-96,-96,-96,-96,-96,-96,175
35,35,37,28.9,-96,-96,-96,-96,-96,-96,-96,-96,-96,177
36,35,38,29,-96,-96,-96,-96,-96,-96,-96,-96,-96,181
36,36,38,29,-96,-96,-96,-96,-96,-96,-96,-96,-96,184
36,36,38,29,-96,-96,-96,-96,-96,-96,-96,-96,-96,188
36,36,38,29,-96,-96,-96,-96,-96,-96,-96,-96,-96,191
36,36,39,29,-96,-96,-96,-96,-96,-96,-96,-96,-96,194
37,36,39,29,-96,-96,-96,-96,-96,-96,-96,-96,-96,197
37,37,39,29.1,-96,-96,-96,-96,-96,-96,-96,-96,-96,200
37,37,39,29.1,-96,-96,-96,-96,-96,-96,-96,-96,-96,203
37,37,39,29.1,-96,-96,-96,-96,-96,-96,-96,-96,-96,206
37,37,40,29.1,-96,-96,-96,-96,-96,-96,-96,-96,-96,209
38,37,40,29.1,-96,-96,-96,-96,-96,-96,-96,-96,-96,212
38,38,40,29.1,-96,-96,-96,-96,-96,-96,-96,-96,-96,215
38,38,40,29.1,-96,-96,-96,-96,-96,-96,-96,-96,-96,218
38,38,40,29.1,-96,-96,-96,-96,-96,-96,-96,-96,-96,221
38,38,41,29.2,-96,-96,-96,-96,-96,-96,-96,-96,-96,224
38,38,41,29.2,-96,-96,-96,-96,-96,-96,-96,-96,-96,227
39,38,41,29.2,-96,-96,-96,-96,-96,-96,-96,-96,-96,230
39,39,41,29.2,-96,-96,-96,-96,-96,-96,-96,-96,-96,232
39,39,41,29.2,-96,-96,-96,-96,-96,-96,-96,-96,-96,236
39,39,41,29.2,-96,-96,-96,-96,-96,-96,-96,-96,-96,238
40,39,42,29.2,-96,-96,-96,-96,-96,-96,-96,-96,-96,242
